Total_Loss_Values,Log_Loss_Values
31.953527450561523,3.464282512664795
31.80794334411621,3.4597160816192627
31.663904190063477,3.4551773071289062
31.523109436035156,3.450721025466919
31.384580612182617,3.446316719055176
31.247541427612305,3.4419407844543457
31.11399269104004,3.437657594680786
30.98181915283203,3.4334006309509277
30.85234260559082,3.4292125701904297
30.72580337524414,3.425102710723877
30.60120964050293,3.421039581298828
30.479421615600586,3.4170517921447754
30.359264373779297,3.4131016731262207
30.241657257080078,3.4092204570770264
30.126625061035156,3.405409336090088
30.013538360595703,3.40164852142334
29.903263092041016,3.397967576980591
29.79496192932129,3.3943393230438232
29.688770294189453,3.3907687664031982
29.58505630493164,3.3872694969177246
29.483095169067383,3.383816957473755
29.383779525756836,3.3804428577423096
29.286746978759766,3.3771350383758545
29.191408157348633,3.3738744258880615
29.098167419433594,3.3706750869750977
29.007186889648438,3.3675436973571777
28.918235778808594,3.3644723892211914
28.83167266845703,3.3614745140075684
28.746702194213867,3.35852313041687
28.663734436035156,3.355632781982422
28.582487106323242,3.3527941703796387
28.503341674804688,3.3500213623046875
28.426132202148438,3.347308874130249
28.350608825683594,3.344648599624634
28.27678871154785,3.342041254043579
28.204933166503906,3.3394968509674072
28.13482666015625,3.337008237838745
28.066200256347656,3.334566116333008
27.999452590942383,3.3321850299835205
27.93417739868164,3.329850912094116
27.870861053466797,3.3275816440582275
27.808834075927734,3.3253536224365234
27.74862289428711,3.323186159133911
27.689613342285156,3.3210573196411133
27.63190269470215,3.3189709186553955
27.57579231262207,3.3169384002685547
27.521087646484375,3.3149526119232178
27.467548370361328,3.313005208969116
27.415790557861328,3.3111190795898438
27.36509895324707,3.3092684745788574
27.315471649169922,3.307453155517578
27.267412185668945,3.305692195892334
27.220928192138672,3.303986072540283
27.175195693969727,3.302304744720459
27.130638122558594,3.300663709640503
27.087425231933594,3.29906964302063
27.0452938079834,3.297513008117676
27.004304885864258,3.2959961891174316
26.964139938354492,3.2945077419281006
26.925273895263672,3.293065309524536
26.88718605041504,3.29164981842041
26.85014533996582,3.290271282196045
26.814285278320312,3.2889347076416016
26.77916145324707,3.2876241207122803
26.74526596069336,3.2863574028015137
26.71198272705078,3.285112142562866
26.679651260375977,3.2839012145996094
26.648256301879883,3.2827236652374268
26.61806297302246,3.281589984893799
26.588396072387695,3.280474901199341
26.559059143066406,3.2793707847595215
26.530776977539062,3.2783055305480957
26.50356101989746,3.2772791385650635
26.47673225402832,3.27626633644104
26.451175689697266,3.2753005027770996
26.425750732421875,3.274338960647583
26.400928497314453,3.2733991146087646
26.37674331665039,3.2724826335906982
26.35291862487793,3.2715790271759033
26.32931900024414,3.2706830501556396
26.30703353881836,3.26983642578125
26.285139083862305,3.2690036296844482
26.263853073120117,3.268193483352661
26.243358612060547,3.2674129009246826
26.223512649536133,3.2666563987731934
26.203731536865234,3.265901803970337
26.184850692749023,3.265181064605713
26.166614532470703,3.264484405517578
26.148578643798828,3.2637948989868164
26.13150978088379,3.2631418704986572
26.11479949951172,3.2625021934509277
26.09810447692871,3.2618627548217773
26.08229637145996,3.261256694793701
26.06708526611328,3.2606735229492188
26.05158042907715,3.2600784301757812
26.036714553833008,3.259507656097412
26.022554397583008,3.2589635848999023
26.007835388183594,3.2583978176116943
25.994426727294922,3.2578821182250977
25.981294631958008,3.2573769092559814
25.968379974365234,3.2568795680999756
25.955524444580078,3.2563843727111816
25.943571090698242,3.2559237480163574
25.931930541992188,3.2554750442504883
25.920576095581055,3.2550370693206787
25.909503936767578,3.2546098232269287
25.89858055114746,3.254188060760498
25.88821792602539,3.2537879943847656
25.877853393554688,3.253387451171875
25.868072509765625,3.253009557723999
25.85820198059082,3.2526278495788574
25.84910011291504,3.2522757053375244
25.840126037597656,3.2519285678863525
25.83112144470215,3.251579999923706
25.8229923248291,3.251265287399292
25.814735412597656,3.250945568084717
25.806350708007812,3.2506206035614014
25.79876136779785,3.25032639503479
25.791393280029297,3.2500407695770264
25.78351402282715,3.2497353553771973
25.776859283447266,3.2494771480560303
25.769922256469727,3.2492079734802246
25.762859344482422,3.248933792114258
25.756563186645508,3.2486894130706787
25.7502498626709,3.2484443187713623
25.74420166015625,3.2482094764709473
25.738101959228516,3.2479724884033203
25.732324600219727,3.2477478981018066
25.72665786743164,3.247527599334717
25.721473693847656,3.247326135635376
25.715911865234375,3.247109889984131
25.71062660217285,3.2469043731689453
25.70568084716797,3.2467119693756104
25.701251983642578,3.24653959274292
25.69652557373047,3.2463557720184326
25.691843032836914,3.246173620223999
25.68748664855957,3.2460038661956787
25.682708740234375,3.2458178997039795
25.67896842956543,3.2456722259521484
25.674776077270508,3.245509147644043
25.670381546020508,3.245337963104248
25.666419982910156,3.2451834678649902
25.662891387939453,3.2450461387634277
25.659137725830078,3.2448997497558594
25.65558624267578,3.2447612285614014
25.652257919311523,3.24463152885437
25.64868927001953,3.244492530822754
25.644615173339844,3.244333505630493
25.64093017578125,3.244189977645874
25.63730239868164,3.2440483570098877
25.632719039916992,3.2438695430755615
25.628435134887695,3.2437024116516113
25.62436866760254,3.243543863296509
25.621042251586914,3.2434139251708984
25.617389678955078,3.2432713508605957
25.613449096679688,3.243117570877075
25.609663009643555,3.2429697513580322
25.60674476623535,3.2428557872772217
25.603605270385742,3.2427332401275635
25.601415634155273,3.242647647857666
25.598838806152344,3.242547035217285
25.596115112304688,3.242440700531006
25.59263038635254,3.2423043251037598
25.58976936340332,3.2421927452087402
25.58690071105957,3.2420804500579834
25.584789276123047,3.2419979572296143
25.582653045654297,3.2419145107269287
25.579906463623047,3.241807222366333
25.577869415283203,3.241727590560913
25.575902938842773,3.2416505813598633
25.57391929626465,3.2415730953216553
25.571269989013672,3.241469383239746
25.569290161132812,3.241392135620117
25.56689453125,3.241298198699951
25.56495475769043,3.241222381591797
25.562862396240234,3.241140604019165
25.56024742126465,3.2410383224487305
25.558303833007812,3.240962266921997
25.555255889892578,3.2408430576324463
25.5521183013916,3.240720272064209
25.549741744995117,3.2406272888183594
25.547313690185547,3.240532159805298
25.54524803161621,3.2404513359069824
25.54352569580078,3.2403838634490967
25.540302276611328,3.240257740020752
25.538454055786133,3.240185260772705
25.535982131958008,3.24008846282959
25.534168243408203,3.2400174140930176
25.532808303833008,3.239964246749878
25.530656814575195,3.239879846572876
25.527908325195312,3.239772319793701
25.527170181274414,3.23974347114563
25.526599884033203,3.2397210597991943
25.525714874267578,3.2396864891052246
25.524633407592773,3.2396440505981445
25.52377700805664,3.239610433578491
25.522768020629883,3.2395708560943604
25.52191734313965,3.239537477493286
25.521223068237305,3.2395102977752686
25.52054786682129,3.2394838333129883
25.51970672607422,3.2394509315490723
25.518869400024414,3.2394180297851562
25.517841339111328,3.239377975463867
25.517669677734375,3.2393710613250732
25.51677131652832,3.2393360137939453
25.516206741333008,3.239313840866089
25.51539421081543,3.2392818927764893
25.514833450317383,3.239259958267212
25.513824462890625,3.239220380783081
25.513526916503906,3.239208698272705
25.512813568115234,3.23918080329895
25.51229476928711,3.2391605377197266
25.511476516723633,3.239128351211548
25.510482788085938,3.2390894889831543
25.510066986083984,3.2390732765197754
25.50948143005371,3.2390501499176025
25.50891876220703,3.239028215408325
25.508766174316406,3.2390222549438477
25.507963180541992,3.2389907836914062
25.507110595703125,3.238957166671753
25.506671905517578,3.2389400005340576
25.50612449645996,3.2389185428619385
25.50560188293457,3.2388980388641357
25.504749298095703,3.2388646602630615
25.504405975341797,3.238851308822632
25.503726959228516,3.2388246059417725
25.502704620361328,3.2387845516204834
25.50246810913086,3.2387752532958984
25.50152587890625,3.2387382984161377
25.5009822845459,3.2387170791625977
25.500442504882812,3.2386958599090576
25.499919891357422,3.238675355911255
25.498981475830078,3.238638401031494
25.498802185058594,3.2386314868927
25.497947692871094,3.238597869873047
25.497573852539062,3.2385833263397217
25.49705696105957,3.238563060760498
25.496227264404297,3.238530397415161
25.495567321777344,3.238504648208618
25.495168685913086,3.2384889125823975
25.49460220336914,3.238466739654541
25.49401092529297,3.238443613052368
25.4936580657959,3.2384297847747803
25.49299430847168,3.238403797149658
25.49285316467285,3.2383980751037598
25.491762161254883,3.2383553981781006
25.491336822509766,3.2383387088775635
25.491304397583008,3.238337278366089
25.490537643432617,3.238307237625122
25.490388870239258,3.2383015155792236
