Day,Day2,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_3332
953,41131,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,11,13,7,19,5,6,1,0,0,4,10,3,3,0,6,5,12,0,1,0,6,1,8,2,5,5,6,1,0,3,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,3,3,5,0,1,29,1,0,1,0,0,0,0,0,26
967,41145,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,1,0,0,10,13,15,15,3,6,4,1,1,1,4,0,3,0,12,2,11,3,0,0,6,0,6,2,5,5,5,2,1,3,1,0,0,1,2,0,2,0,2,0,0,0,1,0,0,4,4,4,3,0,34,1,3,0,0,2,0,0,0,30
981,41159,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,11,25,15,19,1,8,3,4,2,2,7,4,5,1,16,6,8,2,2,5,6,0,9,1,4,4,2,3,0,2,0,1,0,0,1,1,7,0,0,0,0,0,1,0,0,4,1,3,0,3,21,0,1,1,1,1,1,1,1,34
995,41173,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,0,14,25,20,26,3,15,13,4,1,3,8,3,9,0,6,8,15,2,2,0,7,0,7,0,3,4,1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,0,5,1,2,25,0,4,0,0,3,1,1,0,46
1009,41187,2,0,0,0,1,1,1,0,0,1,1,1,3,0,0,0,0,0,11,20,28,38,5,9,3,2,0,5,15,1,6,1,14,6,13,0,2,1,4,0,2,3,0,8,1,4,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,6,2,2,0,1,8,0,3,1,2,0,1,1,3,66
1023,41201,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,8,17,28,25,1,6,13,2,1,3,5,2,6,0,8,4,13,3,0,1,4,0,3,2,3,3,1,1,1,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,13,2,1,1,3,15,0,1,3,0,3,1,3,2,53
1037,41215,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,6,11,19,14,1,8,5,0,2,3,10,1,5,3,6,6,11,1,1,2,5,0,6,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,2,1,3,8,0,4,1,1,4,0,8,0,33
1051,41229,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,7,14,9,0,5,2,1,2,0,10,0,2,4,8,4,9,2,0,0,5,0,7,1,1,5,2,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,2,0,3,7,0,3,0,3,4,0,2,0,23
1065,41243,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,4,8,11,11,0,2,3,1,1,3,7,0,4,1,1,9,2,1,0,1,2,0,7,4,1,2,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,3,15,0,5,3,0,3,1,4,0,22
1079,41257,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,7,11,0,2,1,0,0,4,3,0,7,1,2,6,7,1,0,0,3,0,1,1,0,0,1,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,3,8,0,1,4,0,4,2,1,9,0,2,2,18
1093,41271,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,9,11,15,3,2,1,0,2,2,5,1,1,0,4,3,4,1,1,0,0,0,0,1,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,5,0,5,8,1,7,2,4,7,1,5,2,26
1107,41285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,5,7,13,1,1,1,0,1,1,3,1,1,1,2,2,3,0,0,1,2,0,1,0,0,3,4,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,2,2,0,3,6,0,8,0,0,6,0,2,1,20
1121,41299,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,0,2,7,11,6,4,3,2,1,3,4,4,0,3,2,1,2,3,0,0,0,4,0,1,2,0,2,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,1,3,0,1,2,0,1,1,2,1,0,0,0,17
1135,41313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,3,2,2,2,0,2,4,7,1,4,1,0,2,3,0,0,0,1,0,1,0,0,2,2,3,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,6,0,1,1,2,0,0,4,0,7,1,0,0,0,13
1149,41327,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,7,7,9,1,1,1,0,2,4,8,0,3,0,3,1,4,0,0,1,0,0,0,1,1,3,2,1,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,6,1,0,0,1,0,0,2,1,2,3,0,0,2,16
1163,41341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,5,8,8,4,0,3,2,0,1,0,3,0,6,0,1,2,1,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,7,0,0,0,1,1,4,0,2,1,12
1177,41355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,8,2,1,2,1,4,1,4,0,1,0,2,2,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,2,0,0,0,2,1,4,1,0,0,16
1191,41369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,6,11,2,4,0,3,3,0,2,1,4,0,0,2,9,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,4,0,1,2,0,2,1,1,2,0,17
1205,41383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,8,9,4,3,1,0,1,0,3,0,6,1,3,3,4,1,1,1,2,0,1,0,1,2,1,2,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,7,0,5,0,2,0,0,1,0,2,0,2,0,4,17
1219,41397,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,2,2,2,0,1,0,6,0,4,0,4,5,7,1,0,2,2,0,0,1,2,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,2,0,4,0,0,1,0,1,2,2,1,0,5
1233,41411,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,6,7,5,0,1,0,1,0,6,0,6,0,0,1,7,0,0,1,0,0,2,0,0,2,2,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,6,0,2,0,5,1,0,8,2,0,0,1,1,0,13
1247,41425,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,4,2,12,2,4,1,2,1,2,2,0,7,2,4,3,5,0,0,0,1,0,2,2,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,2,0,9,0,3,1,0,1,1,14
1261,41439,0,0,1,2,1,0,1,0,1,0,0,2,1,0,1,1,0,0,2,5,8,6,12,4,3,2,0,4,4,1,4,0,2,1,6,0,0,1,2,0,1,0,1,2,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,9,4,0,3,2,0,4,1,1,0,1,1,2,14
1275,41453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,9,7,7,1,5,4,0,0,7,3,8,1,0,1,3,1,0,0,3,0,3,0,1,2,1,7,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,5,0,2,1,0,7,1,1,0,0,1,1,16
1289,41467,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,7,9,2,4,8,5,1,2,1,8,4,6,5,0,2,1,1,0,0,5,0,4,0,5,1,1,6,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,1,7,0,0,1,0,5,0,2,0,1,2,1,11
1303,41481,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,12,8,13,4,3,3,6,3,2,3,2,8,1,3,6,9,1,2,0,2,0,12,1,1,1,2,8,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1,0,0,4,0,2,3,0,3,1,21
1317,41495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,5,10,12,6,10,5,1,0,4,7,1,8,1,2,7,7,0,2,1,3,0,12,0,4,11,0,5,4,0,0,0,1,1,3,0,2,0,0,0,0,0,0,1,0,6,2,2,1,4,0,0,0,1,3,2,0,0,2,22
1331,41509,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,3,15,14,7,2,2,8,3,1,7,4,10,0,3,7,9,0,1,0,6,0,13,1,5,1,4,2,2,0,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,4,2,4,1,0,2,3,29
1345,41523,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,17,4,7,5,3,0,9,3,4,8,0,4,2,1,8,7,3,0,1,4,0,7,0,1,1,2,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,4,1,0,1,2,0,5,0,1,1,11
1359,41537,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,16,22,27,10,6,3,4,8,2,4,2,3,1,4,6,5,1,1,1,1,0,3,3,2,2,0,2,1,0,2,1,3,1,2,0,3,0,2,0,0,0,0,1,0,6,0,4,0,0,1,0,0,0,3,0,1,1,4,49
1373,41551,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,23,32,57,10,4,3,3,4,0,6,2,2,1,5,7,8,1,1,1,3,0,5,0,2,2,1,4,1,1,0,0,1,4,0,0,2,0,0,0,0,0,0,1,0,6,0,4,0,4,1,0,2,1,4,0,1,0,2,89
1387,41565,1,0,0,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,2,5,24,18,6,2,3,8,3,1,7,0,4,0,5,2,5,1,0,0,1,0,7,0,1,1,1,4,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,9,0,4,0,3,1,0,4,2,2,0,1,2,1,42
1401,41579,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,1,2,11,3,16,5,1,1,3,2,0,3,1,6,1,3,3,1,0,0,0,2,0,3,0,1,2,4,1,0,1,0,1,0,1,6,0,2,0,0,1,1,0,0,2,0,8,0,1,0,6,2,0,5,4,1,2,0,3,5,19
1415,41593,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3,14,0,3,0,1,3,0,4,1,6,0,4,2,2,1,0,0,1,1,0,1,1,2,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,5,0,4,1,1,1,0,3,1,5,2,0,4,1,17
1429,41607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,1,0,0,0,1,3,0,4,0,3,3,3,2,0,1,1,0,0,0,0,3,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,1,0,3,1,0,9,1,8,2,1,6,3,9
1443,41621,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,14,1,0,1,1,0,0,2,1,2,0,4,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,4,2,2,0,1,2,1,14
1457,41635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,7,1,0,0,2,0,1,2,0,2,1,3,0,9,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,0,0,0,4,2,2,0,0,4,7,7
1471,41649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,6,1,2,0,0,1,0,4,0,1,1,3,2,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,1,1,1,1,0,0,2,2,7
1485,41663,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,2,3,7,1,0,0,0,1,1,1,3,1,0,4,0,16,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,4,1,1,0,0,1,2,10
1499,41677,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3,1,2,1,0,1,0,0,0,3,2,0,1,1,2,2,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,4,0,1,1,1,1,0,3
1513,41691,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,5,2,1,1,0,1,0,0,1,3,2,2,2,7,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,1,5
1527,41705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,1,5,3,0,2,1,0,2,4,3,3,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,1,0,6
1541,41719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,5,3,1,1,2,1,1,3,1,2,0,2,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,1,1,0,0,1,9
1555,41733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,3,1,0,2,0,2,3,2,2,0,3,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,8
1569,41747,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,5,1,2,0,0,1,3,5,0,2,1,4,3,4,1,0,0,0,0,1,1,0,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,1,0,0,2,0,6
1583,41761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,7,0,2,1,0,1,2,1,0,5,0,1,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,2,1,0,1,1,5,0,7
1597,41775,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,3,4,2,2,0,1,1,2,2,2,0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1,1,0,1,1,0,2,3,0,0,0,2,5,6
1611,41789,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,2,2,8,9,2,2,0,1,0,0,2,1,4,3,1,0,4,1,0,1,0,0,1,2,1,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,5,2,1,4,0,3,6,0,0,0,2,0,17
1625,41803,0,0,0,0,0,0,0,0,1,1,0,1,3,0,2,0,0,1,1,4,3,12,9,1,4,0,0,0,3,0,9,0,1,2,4,0,0,0,3,0,1,1,0,0,1,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,1,2,1,2,4,0,5,6,2,0,1,6,2,15
1639,41817,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,2,1,7,12,5,1,5,2,4,1,5,2,2,2,5,2,3,0,0,0,0,0,3,0,0,1,0,3,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,1,3,0,1,2,0,1,1,1,0,0,3,1,19
1653,41831,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,5,12,6,2,3,2,8,5,8,0,6,0,4,5,3,0,1,0,4,0,6,0,0,1,0,4,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,4,2,2,3,1,3,0,0,0,2,4,4,17
1667,41845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,8,11,12,7,1,3,2,2,5,1,4,1,0,7,7,4,0,0,1,0,4,1,1,4,5,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,6,1,3,1,1,2,2,3,0,0,0,0,5,2,19
1681,41859,0,0,0,0,0,0,0,0,1,0,0,2,6,2,0,0,0,0,1,3,9,14,14,6,2,2,0,7,2,2,1,0,2,1,9,1,2,0,2,0,1,0,0,3,6,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,6,1,2,0,3,3,0,1,1,1,0,0,5,3,23
1695,41873,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,6,16,12,4,1,3,0,1,3,2,1,1,6,4,7,0,1,0,1,0,4,1,1,2,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,2,0,2,1,1,0,0,1,2,22
1709,41887,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,1,6,5,15,1,7,0,0,0,3,4,1,6,3,7,5,3,0,1,2,1,0,2,0,0,1,2,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,0,0,0,2,0,2,1,2,3,0,4,1,0,0,0,1,1,20
1723,41901,0,0,0,0,3,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,6,16,7,2,1,4,0,1,3,0,5,1,6,9,5,0,0,0,1,0,1,1,0,5,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,9,0,2,1,2,0,0,1,0,0,0,0,3,2,22
1737,41915,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,6,16,4,5,2,2,1,0,4,1,1,1,8,7,8,3,1,0,1,0,4,1,0,2,3,1,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,12,0,1,1,2,0,0,2,1,1,1,0,1,0,22
1751,41929,0,0,0,0,2,0,1,0,0,0,0,1,3,0,0,0,0,0,1,2,10,18,4,2,0,0,0,2,2,2,3,1,5,5,3,0,0,0,1,0,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,9,0,3,0,5,0,0,3,2,0,1,0,3,0,28
1765,41943,1,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,2,11,18,16,3,1,1,0,0,1,3,0,2,0,1,2,5,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,9,1,2,2,3,2,0,3,2,4,2,0,1,1,34
1779,41957,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25,13,2,1,2,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,10,3,0,0,0,1,0,4,2,3,1,0,2,1,38
1793,41971,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,10,3,0,0,1,0,0,1,2,1,2,4,3,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,1,5,0,7,3,5,2,0,1,1,23
1807,41985,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,10,1,1,0,0,0,0,1,4,0,1,1,3,3,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,1,0,2,2,0,2,0,2,0,0,0,0,15
1821,41999,0,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,4,0,1,11,1,0,1,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,3,0,4,0,0,5,6,3,2,0,3,6,12
1835,42013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,2,0,0,2,1,3,1,0,1,0,6
1849,42027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,0,1,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,1,1,0,2,0,1,1,0,0,0,5
1863,42041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,2,0,0,0,4,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,2,0,3,0,0,0,0,1,0,3
1877,42055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,1,0,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,4,0,0,0,0,0,0,4
1891,42069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,5,1,3,2,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,2,0,2,0,0,0,0,7
1905,42083,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,4,0,1,0,2,0,3,0,2,1,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,2,1,1,0,0,1,0,1,0,0,0,9
1919,42097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,4,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,8
1933,42111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,6,5,0,1,0,0,1,3,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,3,0,0,2,0,0,0,8
1947,42125,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,7,6,1,0,0,0,0,2,1,3,0,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,13
1961,42139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,10,6,2,1,1,0,1,4,0,2,0,0,2,3,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,1,2,0,0,0,13
1975,42153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,3,2,1,0,1,20,0,2,3,7,4,3,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,2,1,0,1,0,0,1,14
1989,42167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,9,2,0,1,0,3,6,0,2,1,4,3,7,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,3,2,1,2,0,0,0,0,3,0,13
2003,42181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,15,11,2,4,0,0,0,2,0,4,0,3,6,13,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,2,2,1,1,0,4,0,1,1,1,0,1,21
2017,42195,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,21,17,5,1,1,0,0,0,0,5,0,4,3,9,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,1,1,1,1,1,2,0,27
2031,42209,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,4,16,9,2,1,1,0,2,4,0,8,0,10,7,13,0,1,0,1,0,0,1,1,2,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,3,2,0,0,3,0,20
2045,42223,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,7,15,3,2,4,3,1,0,4,0,10,0,4,5,11,0,0,0,4,0,0,0,1,4,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,0,2,2,2,0,0,0,1,22
2059,42237,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,1,10,15,6,6,3,3,0,0,3,2,2,0,3,9,7,0,0,0,1,0,1,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,1,0,1,1,2,1,0,4,0,25
2073,42251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,16,9,3,3,0,0,1,5,0,3,1,5,3,5,0,1,0,2,0,1,0,1,1,1,2,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0,7,1,3,0,6,2,1,3,1,1,0,3,5,1,26
2087,42265,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,15,22,14,0,5,0,1,1,1,2,8,0,6,5,9,1,0,0,3,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,1,1,3,2,0,2,0,7,1,1,5,0,37
2101,42279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,20,23,10,1,8,0,1,0,2,2,4,0,5,8,17,0,0,0,6,0,1,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1,0,4,0,4,0,3,3,1,43
