"","Day","Day2","ID.1","ID.2","ID.3","ID.4","ID.5","ID.6","ID.7","ID.8","ID.9","ID.10","ID.11","ID.12","ID.13","ID.14","ID.15","ID.16","ID.17","ID.18","ID.19","ID.20","ID.21","ID.22","ID.23","ID.24","ID.25","ID.26","ID.27","ID.28","ID.29","ID.30","ID.31","ID.32","ID.33","ID.34","ID.35","ID.36","ID.37","ID.38","ID.39","ID.40","ID.41","ID.42","ID.43","ID.44","ID.45","ID.46","ID.47","ID.48","ID.49","ID.50","ID.51","ID.52","ID.53","ID.54","ID.55","ID.56","ID.57","ID.58","ID.59","ID.60","ID.61","ID.62","ID.63","ID.64","ID.65","ID.66","ID.67","ID.68","ID.69","ID.70","ID.71","ID.72","ID.73","ID.74","ID.75","ID.76","ID.77","V80"
"1",1,NA,0.00137415014227529,0.258901321991228,0.0406801205315532,0.0239932263096282,0.00840266227533948,0.0616326929600619,0.118993361813863,0.0106606229756933,0.0210907891728364,0.113325364868585,0.0693603961826135,0.17242059640095,0.147534649873474,0.0236284352206049,0.0366674140057561,0.0122361450885554,0.0239402117104568,0.262163062023295,0.0475646884558047,0.078531446,0.00297998206359609,0.0773836189391709,0.0372003308856672,0.00798796634886978,0.0120930763174092,0.00704865891947888,0.0817053544234762,0.0165132329164386,0.00566284976394499,0.0701863355679897,0.42243354714505,0.036891512355065,0.861230416100169,0.005510785,0.0333873013783176,0.043245312,0.0267353842032778,0.818196748762565,0.171417154887558,0.849108475566612,0.0349498785710057,0.00149462324062426,0.0337201308611434,0.0820581806507638,0.0312523242095898,0.246079728140201,0.00758019580647692,0.261410788060734,0.00863627204600013,0.0447699968120709,0.103489565751489,0.0231900460056569,0.021697016439192,0.0153351599956518,0.0277120769174063,0.0125580642952099,0.317575405580361,0.18672891002568,0.318037974773544,0.0276303255262171,0.338817358161971,0.00643001557837165,0.122835675,0.640046718217359,0.0385846675588714,0.249278635027454,0.350411092328349,0.00722021665726218,0.0290657835127998,0.314475224928588,0.0834960487314226,0.00728684589678676,0.0071863848163258,0.0204757054734867,0.0320981663146405,0.551602275987095,0.00764965985581686,0.00680845406268139
"2",9,NA,0.00160317499924483,0.23524923723581,0.0479898296975715,0.0223936777546368,0.0244037720748877,0.0829744481938999,0.150698503135817,0.00615574061723426,0.0198550008334711,0.00837792285821362,0.0148134136290266,0.162951273204985,0.412952141434393,0.0234763209662537,0.0369477468628675,0.0407871496193047,0.0289329243501301,0.113410981242707,0.0111301366284768,0.008341565,0.0022065516349022,0.0797865843847649,0.00400477637040856,0.0123969089831876,0.0113480056399223,0.0153478861617751,0.0809009418249015,0.0154200226900367,0.0134668754378658,0.0746421823611799,0.557126489097273,0.00630988030086873,0.868912950957069,0.005333017,0.0385069793184453,0.054726368,0.0446126592371267,0.894728198410889,0.306273307968754,0.857277511071743,0.0130820143721262,0.0014169806183586,0.136133909788769,0.124152233351979,0.0364569135956693,0.147269978655944,0.00205068067216685,0.401452281664699,0.0291725244764314,0.0832698511217042,0.2798494694698,0.0304915675866114,0.0399070121697854,0.0132272342608882,0.0616726087916952,0.0118018796187934,0.365719257801148,0.244414805532382,0.420094936768512,0.0213012114941029,0.2235336203335,0.0466673303446711,0.154524665,0.663698080037326,0.050673968472175,0.233910425814349,0.567793206641856,0.0228956865293805,0.0112208770092005,0.187963324297236,0.121245932978599,0.0080327432953289,0.00716210638073131,0.00876491157823186,0.0367430421161011,0.485714285685432,0.00898308744585869,0.0347713527232743
"3",17,NA,0.00137415014227529,0.368260427528043,0.0614969009157818,0.023052315513471,0.0174431508037637,0.0900086134944336,0.267016743722637,0.00369344437034056,0.0341901468091102,0.0073725722756623,0.0173348460781299,0.161373052114456,0.207659245653006,0.0380285976602013,0.0590939673896508,0.0174501715490865,0.0291189875252621,0.104026622623328,0.00304413993257485,0.003676874,0.00129663342462457,0.0983993808632549,0.00661339186853122,0.0200217856795107,0.010430995498228,0.0237608011584277,0.13812916522768,0.0154200226900367,0.0144106837318567,0.0995949230005872,0.393446380106016,0.0155037260863268,0.13616841084841,0.004621948,0.0384194637060038,0.074244164,0.0507328066039473,0.0781737557095154,0.411627596614217,0.4399497286327,0.00785694949277331,0.00265926458334392,0.0923058259899242,0.145675690686638,0.0829016829582937,0.149064802737185,0.00234363491099552,0.17219917008845,0.0363526808047113,0.0952241430213029,0.151556619999729,0.0271493217358355,0.03693658803001,0.0192875206232217,0.0655205275512552,0.0112077342291464,0.366009280788438,0.233411136945071,0.407436708903666,0.0272219957506541,0.131497378048328,0.00437506209438618,0.405423064,0.155704795900716,0.0657961252762688,0.299021453585773,0.185826305673343,0.0076318958445941,0.00351187739964565,0.0905189235592992,0.118642492847014,0.00692346003604093,0.00750200347531532,0.0157841140774464,0.0457208222572828,0.0263551965246187,0.00701803662923936,0.00598619644027228
"4",25,NA,0.00129780818979943,0.201424211918698,0.389162561445121,0.0194768536819768,0.00643372202058213,0.142501675289201,0.137322897000598,0.0165085765620659,0.0608831772109036,0.0147563147902561,0.0331568324858522,0.147958177865772,0.418795575929055,0.0369130921261631,0.0389661358153211,0.0372130175231118,0.0268552111805115,0.0555740433648552,0.0111777013149233,0.007189112,0.00564149230321627,0.0677310314484359,0.00426196371528303,0.0116707296780942,0.00962861099784851,0.316621191430484,0.124224315676273,0.0121979287565364,0.0352448972130524,0.0570888463877938,0.422456462620297,0.0662150389227613,0.793539410911216,0.004681204,0.0361002934259628,0.237657865,0.579159284595451,0.549022828285947,0.140183803742375,0.570732856095015,0.0173007702225236,0.00856011492357528,0.275744955854267,0.061151281060171,0.0721207469421265,0.204987719402371,0.00637175844589671,0.284232364971622,0.123066880183971,0.239613243993708,0.369312350706798,0.0997017691598929,0.0853674281247013,0.0161256315206283,0.0488579799948378,0.0102625038854352,0.54669373508248,0.335778592888952,0.235759493652049,0.0626786441512643,0.282308060129915,0.00536939507271069,0.165305456,0.473757208279691,0.0438500419648644,0.178083051558908,0.190581870544798,0.00437013113465869,0.0206429876431009,0.161529458260501,0.138912134372754,0.00619668731294271,0.00558401509326142,0.0312409084542137,0.0446809250950675,0.321713087733705,0.00729875817447069,0.00485350887842813
"5",33,NA,0.00122146723778161,0.11139369284895,0.0713491180632981,0.0168423036542611,0.0206600108111706,0.0167480143353947,0.104032497059936,0.0490220767203787,0.0155709343150044,0.0478770348252213,0.0565010925006965,0.140132833903193,0.094702275016816,0.0452286783789348,0.0627102495175252,0.0431839204112712,0.0283127114186244,0.00758735517078897,0.0713945963654921,0.021073428,0.0130345776366168,0.0512768299855314,0.0110958028795312,0.0141086156288627,0.0111760661757149,0.00545702632529328,0.0563088941360361,0.013866512468992,0.023327557584333,0.0705103974079413,0.296104491719871,0.199670956826557,0.323634384046498,0.002903532,0.0361440507283109,0.021814007,0.00918022255941109,0.391197240998837,0,0.564527530720627,0.0830978835551691,0.0103653086532622,0.239315893777562,0.101900117865523,0.072269449238228,0.0581900620300891,0.0437966892160544,0.41182572528451,0.0442860010609987,0.157046586954069,0.106140951679577,0.110808310007191,0.0300916954884554,0.0221332207154661,0.0644967694966538,0.011072701322902,0.246809744937953,0.314104701106413,0.366297467681526,0.0164012521786367,0.273485932986125,0.00523681700779613,0.038222803,0.172603839393594,0.125231677209828,0.13536570147778,0.0707205206134308,0.00528849185787507,0.0490949059716515,0.188060866612664,0.139748954247964,0.0125081286881882,0.00451576894579812,0.0859397728864466,0.0742486748810824,0.0906858338269735,0.0085620046276257,0.00524614816594278
"6",41,NA,0.00129780818979943,0.0419633775664167,0.0400444930238634,0.0170304860150168,0.00590682176715613,0.0486649443793983,0.101060140029701,0.045300652076062,0.00762069544775357,0.0248880152964329,0.037926542068109,0.12901953147384,0.0536533542641318,0.0462934791615226,0.0209688271382632,0.0739354688499493,0.0304524449758396,0.10196339447369,0.00908485511127806,0.005268357,0.00195632420213898,0.0536390666890437,0.00516211992239877,0.016909591232178,0.00922741924877636,0.116302865113307,0.0547000689388867,0.0113924042683282,0.0187352967850817,0.0273291927967116,0.0822868933422315,0.0253556564182173,0.0858387269378714,0.003673856,0.0191659735429086,0.039035591,0.038814623248048,0.0060765316003959,0.110482152284565,0.0293771106598856,0.0047219113663072,0.0117240570538297,0.0589495810910527,0.0293145001900908,0.0707080726229048,0.0503495183104918,0.00831258190373168,0.376556016661385,0.031934123529524,0.0579548780875874,0.25744098557435,0.0184594819202087,0.0289293556076737,0.0148608764801284,0.037631940589789,0.00845306233958821,0.283062644771491,0.0966988995412125,0.351265822588067,0.0349802644994164,0.257987601212028,0.0149481294078109,0.086899706,0.0446747936034847,0.0510530753330183,0.0605319291021472,0.135079154291441,0.00563683547657076,0.0320922792552848,0.152750683274357,0,0.0161802396513541,0.00478283073359866,0.0435699735633172,0.0367777050531361,0.080503144168836,0.00926380799031803,0.0102783630883368
"7",49,NA,0.000687074570908619,0.128433367339546,0.0835849352907594,0.0215468576350468,0.00745978977391435,0.0237821806649743,0.153968095969245,0.0668457432321009,0.177294447452126,0.0222517627023079,0.0410573197546664,0.165910436494523,0.231515912441057,0.0309299254422391,0.0864263292322913,0.0742718583733397,0.0310416477135471,0.12532445907613,0.0140315825017122,0.003621995,0.00627843495032644,0.0655724354216094,0.00246165130105154,0.0183100780326426,0.0108895000679576,0.0181900870787781,0.0789473676428982,0.0146144992066616,0.0152417977597653,0.0654604375754251,0.412671861263133,0.0874673371083883,0.427136894528781,0.002488741,0.0360565351158695,0.032146958,0.0383314541691949,0.28773197566403,0.278769312530963,0.343020972247065,0.0298796300801721,0.0183819242166104,0.0359843118857427,0.0785830390029526,0.0603484606144443,0.0800113351662426,0.0139519552527398,0.315352697409893,0.0515163685194393,0.0506885438796579,0.194320903538732,0.0227786920820443,0.0758104091946561,0.00990725065312034,0.0471634829690243,0.0089391812035158,0.289443154895586,0.201733911577415,0.323575949629762,0.032734449227287,0.223652838172477,0.00275098656881262,0.224436459,0.152930870637389,0.0827716937347222,0.124764772685197,0.193836789522436,0.00845525321485613,0.0492376652236803,0.27194693746536,0.442119944401218,0.00598630586699409,0.00454004738139261,0.119326447497558,0.0522721766923137,0.125965857971827,0.00561442990385467,0.00558522859727126
"8",57,NA,0.00106878333282989,0.0686673442902919,0.08565072264149,0.020417764478134,0.0302273985901367,0.0655565126676618,0.0422074700296848,0.0564929072872693,0.43236118010815,0.0118966503985005,0.0412674394603342,0.0810810810509261,0.242092046678956,0.0371666158834151,0.00684009845628615,0.0468982141329968,0.0310106365135777,0.327986689034324,0.00761034983143712,0.004390297,0.0103275711361881,0.0509510040938413,0.00181868243881026,0.0224596716302792,0.0193718476370118,0.114483857010409,0.0896345668000068,0.0208860758317126,0.0533603800783577,0.0205509044867942,0.420348304675753,0.124107229166355,0.312866734888483,0.002962787,0.0363190829609389,0.029468044,0.0365598325365331,0.106092954619707,0.413092701035173,0.340114680360252,0.0425358986327962,0.0150044646240337,0.140540977539489,0.0385068096453924,0.0484770387543591,0.0592291706560161,0.00556613353884323,0.538381743130023,0.140791323439284,0.137064166811475,0.338522066283451,0.0475627322781638,0.169314219683589,0.0101180433266863,0.0922441486238182,0.0133682617326766,0.335556844003486,0.233411136945071,0.282436708407622,0.0350483186250473,0.85121602259292,0.0207484014355196,0.093106828,0.472479743397572,0.0168913231587396,0.0686864890927743,0.336736204099538,0.0171955154841735,0.0225131336444154,0.414650799364384,0.621757322837361,0.0135791605933753,0.00487994347223776,0.0463703811259375,0.0252001804978892,0.300029949197129,0.00343883867889083,0.018956566312581
"9",65,NA,0.00328269295142357,0.0836724314687528,0.100905767456586,0.0147722997011912,0.0105934555322983,0.0686668582605956,0.0841177052578619,0.0295755342324196,0.348945461005984,0.0607566943256957,0.0893427459304108,0.315249556559305,0.136427294808205,0.0186593655699479,0.0260989014817113,0.0342135500178609,0.0264520736302781,0.0416638932481369,0.0199296046257373,0.006256174,0.00416287583704117,0.0462672584176575,0.0139432346978393,0.0156128430451928,0.0209766166377708,0.0395634383376282,0.104458744598506,0.0126006899958074,0.0212568147071661,0.0552795029512824,0.147525206373799,0.247420884702914,0.0612788100221265,0.00237023,0.0284864129731661,0.030233448,0.0716701558242666,0.0645426176731615,0.237879595173808,0.248684313829554,0.0601075982863026,0.00828836524346178,0.0850280995885411,0.0683257661715371,0.0427024220619683,0.109484223908944,0.0142449094915685,0.311203319646201,0.0605041174684299,0.0565484909942443,0.204327745574892,0.0430892636404614,0.321709931326756,0.00627107903589942,0.0629434813098727,0.0115858265673547,0.312645011493645,0.247749250060754,0.329905063562185,0.0255886756440469,0.0189556519282268,0.00623114898270675,0.095393662,0.0537265497818949,0.0555181133674679,0.116359303357589,0.132754211670386,0.0139337507742381,0.0217422334831973,0.0960788145075696,0.406601580600999,0.0345790458212841,0.00339896592714583,0.0396057609502008,0.0518908803621888,0.0525306974625108,0.00463190399515902,0.0100641412165694
"10",73,NA,0.000687074570908619,0.410986775086447,0.156999840704788,0.0483628153255249,0.0416805323748372,0.212986889450728,0.378480134860689,0.368085285538169,0.151919591760823,0.0468605140037385,0.0367288614538394,0.144144144214506,0.394311102120266,0.0117128076063368,0.0824456162948592,0.146623496089816,0.212732967086846,0.15128119875896,0.0441162476837734,0.010756229,0.175636942697152,0.306154034658501,0.0290621839723578,0.00300845483266023,0.0218363139588077,0.314233742539206,0.332911973576251,0.018929804371397,0.12492076245945,0.117148257972218,0.231714024256403,0.241033581925802,0.347105438225743,0.118630007,0.262110007008948,0.343283582,0.293444999456091,0.562489736129189,0.233817260688678,0.307359987467253,0.0641328334006928,0.14678364807024,0.217240124954176,0.115240177416708,0.0955909689506917,0.515019837041444,0.092903178137389,0.357883817514189,0.145310302974792,0.16226193993959,0.362042422918065,0.161147675736652,0.0733565805574503,0.00237141657672108,0.110389380952231,0.0281678726729919,0.29669373508248,0.239079693347739,0.333860758943208,0.412753504643596,0.407486887064868,0.0473965071931665,0.67526952,0.273122125799066,0.155433867164115,0.309246016863945,0.239743834404925,0.03841281848431,0.113293741208475,0.294869293755063,0.156950256621132,0.0349615573590804,0.132438272958282,0.110270585408339,0.170612499699074,0.379095537761102,0.00189487068050449,0.0428910036226149
